id_processo,tipo_processo,area_juridica,data_distribuicao,data_sentenca,data_transito_julgado,status,valor_causa,resultado_final,custos_legais,honorarios_advogado,responsavel_interno,escritorio_externo,tribunal,comarca,instancia,risco_inicial
P_1528,Tributário,Planejamento Tributário,2020-06-12,,,Ativo,4459273.53,Em Andamento,113779.55,373020.01,Ana Silva,Advogados Associados LTDA,TRF3,Fortaleza,Administrativo,Baixo
P_1529,Societário,Governança,2020-09-07,2021-07-27,2021-11-01,Finalizado,9526645.52,Perdido,133471.23,433275.53,Gustavo Pires,Advogados Associados LTDA,TJRJ,Recife,Tribunais Superiores,Muito Alto
P_1530,Propriedade Intelectual,Marcas,2022-03-17,2022-06-11,2022-08-16,Finalizado,6553234.95,Ganho,71270.42,438628.76,Daniel Oliveira,Santos & Almeida Consultoria,TRF1,Porto Alegre,Segunda Instância,Muito Alto
P_1531,Cível,Recuperação de Crédito,2020-07-14,,,Ativo,7882405.72,Em Andamento,114244.83,754934.74,Bruno Costa,Santos & Almeida Consultoria,CARF,Porto Alegre,Administrativo,Médio
P_1532,Ambiental,Sanções,2023-10-04,2024-05-29,2024-09-25,Finalizado,8767634.62,Acordo,23715.0,377999.77,Ana Silva,Martins & Oliveira Advogados,TRF2,Porto Alegre,Tribunais Superiores,Muito Alto
P_1533,Societário,Fusões e Aquisições,2021-06-16,2022-07-11,2022-09-25,Finalizado,3591779.21,Ganho,26515.13,137808.92,Carla Souza,Martins & Oliveira Advogados,TRT2,Porto Alegre,Administrativo,Alto
P_1534,Regulatório,Compliance,2020-08-29,,,Ativo,6443796.98,Em Andamento,228469.6,311069.09,Daniel Oliveira,Santos & Almeida Consultoria,TRT3,Campinas,Segunda Instância,Baixo
P_1535,Ambiental,Licenciamento,2024-02-09,2025-04-12,2025-06-28,Finalizado,9839478.76,Ganho,73165.12,27519.75,Fernanda Lima,Global Law,TRF2,Curitiba,Segunda Instância,Médio
P_1536,Cível,Consumidor,2021-06-18,,,Ativo,1032402.92,Em Andamento,29965.2,16754.13,Gustavo Pires,Jurídico Soluções,TRF2,Rio de Janeiro,Tribunais Superiores,Muito Alto
P_1537,Trabalhista,Acidentes de Trabalho,2020-11-23,2021-01-14,2021-02-13,Finalizado,457029.6,Perdido,911.37,2615.25,Bruno Costa,Advogados Associados LTDA,STF,Campinas,Administrativo,Médio
P_1538,Trabalhista,Acidentes de Trabalho,2022-04-26,2023-06-22,2023-09-15,Finalizado,6713356.82,Perdido,209380.02,313163.95,Fernanda Lima,Global Law,TJMG,Guarulhos,Administrativo,Médio
P_1539,Societário,Fusões e Aquisições,2023-10-29,2024-06-28,2024-12-18,Finalizado,5960708.42,Perdido,138475.31,225550.42,Fernanda Lima,Martins & Oliveira Advogados,CARF,Curitiba,Tribunais Superiores,Baixo
P_1540,Cível,Consumidor,2021-11-30,,,Ativo,9689016.99,Em Andamento,357137.36,594571.31,Ana Silva,Jurídico Soluções,TJSP,Salvador,Administrativo,Alto
P_1541,Societário,Fusões e Aquisições,2022-01-07,2023-03-13,2023-05-18,Finalizado,3279496.52,Perdido,93687.83,91204.87,Carla Souza,Martins & Oliveira Advogados,STF,Osasco,Administrativo,Baixo
P_1542,Societário,Governança,2020-01-17,2021-04-28,2021-10-01,Finalizado,4378249.76,Acordo,76081.25,247450.06,Daniel Oliveira,Santos & Almeida Consultoria,TJSP,Salvador,Segunda Instância,Muito Alto
P_1543,Societário,Governança,2023-09-17,,,Ativo,7332026.52,Em Andamento,107008.14,212075.04,Ana Silva,Jurídico Soluções,CADE,Belo Horizonte,Primeira Instância,Alto
P_1544,Ambiental,Licenciamento,2023-09-24,,,Ativo,6880746.48,Em Andamento,229491.17,185151.98,Daniel Oliveira,Santos & Almeida Consultoria,TRF3,Salvador,Administrativo,Baixo
P_1545,Trabalhista,Previdenciário,2020-01-30,2020-07-29,2020-12-02,Finalizado,4668233.16,Perdido,73385.56,386026.03,Daniel Oliveira,Advogados Associados LTDA,TRT2,Osasco,Tribunais Superiores,Médio
P_1546,Cível,Recuperação de Crédito,2020-03-21,2020-11-20,2021-01-29,Finalizado,5174258.52,Acordo,36998.34,149043.69,Ana Silva,Santos & Almeida Consultoria,TRT2,Osasco,Administrativo,Alto
P_1547,Propriedade Intelectual,Direitos Autorais,2020-05-18,2020-09-28,2021-01-09,Finalizado,3928541.17,Perdido,3777.29,176912.77,Fernanda Lima,Martins & Oliveira Advogados,TJRJ,Fortaleza,Tribunais Superiores,Muito Alto
P_1548,Trabalhista,Previdenciário,2023-05-04,,,Ativo,3885104.03,Em Andamento,52579.69,54217.06,Fernanda Lima,Global Law,TRT3,Recife,Segunda Instância,Médio
P_1549,Tributário,Fiscal,2021-08-12,,,Ativo,5825425.0,Em Andamento,241964.75,427617.95,Ana Silva,Advogados Associados LTDA,ANVISA,Belo Horizonte,Administrativo,Baixo
P_1550,Societário,Fusões e Aquisições,2023-07-13,,,Ativo,3559852.61,Em Andamento,104325.38,173711.21,Ana Silva,Global Law,STJ,Guarulhos,Tribunais Superiores,Baixo
P_1551,Cível,Consumidor,2022-01-30,2023-01-13,2023-04-15,Finalizado,3001015.46,Ganho,113246.69,284244.53,Fernanda Lima,Lex Consultoria,TJSP,São Paulo,Segunda Instância,Alto
P_1552,Societário,Fusões e Aquisições,2023-06-25,2024-09-29,2025-02-20,Finalizado,2677516.52,Ganho,11607.84,202082.49,Bruno Costa,Jurídico Soluções,STJ,Osasco,Administrativo,Baixo
P_1553,Ambiental,Licenciamento,2022-06-17,2023-02-09,2023-03-14,Finalizado,3389330.3,Ganho,38438.11,280214.0,Fernanda Lima,Advogados Associados LTDA,TRF1,Porto Alegre,Administrativo,Alto
P_1554,Tributário,Fiscal,2022-02-18,2022-10-19,2023-03-15,Finalizado,6727252.55,Perdido,264892.18,268808.06,Fernanda Lima,Global Law,TRF2,Osasco,Segunda Instância,Baixo
P_1555,Regulatório,Compliance,2020-11-14,,,Ativo,1020398.89,Em Andamento,36088.11,33479.31,Carla Souza,Jurídico Soluções,TJMG,Osasco,Administrativo,Médio
P_1556,Ambiental,Licenciamento,2020-09-30,2021-07-28,2021-12-25,Finalizado,8459818.81,Ganho,420726.07,507605.38,Gustavo Pires,Martins & Oliveira Advogados,TJRJ,Campinas,Segunda Instância,Muito Alto
P_1557,Tributário,Fiscal,2020-02-01,2021-02-11,2021-05-10,Finalizado,8197602.67,Perdido,68399.0,624112.21,Carla Souza,Martins & Oliveira Advogados,ANVISA,São Paulo,Primeira Instância,Médio
P_1558,Propriedade Intelectual,Direitos Autorais,2022-06-11,2022-09-20,2022-10-17,Finalizado,80251.26,Ganho,3872.85,3923.13,Gustavo Pires,Jurídico Soluções,STJ,Campinas,Tribunais Superiores,Muito Alto
P_1559,Cível,Imobiliário,2020-08-04,,,Ativo,892516.69,Em Andamento,3833.64,9531.49,Fernanda Lima,Advogados Associados LTDA,TRF3,Recife,Administrativo,Médio
P_1560,Ambiental,Sanções,2021-02-06,2021-06-16,2021-11-27,Finalizado,3459480.16,Perdido,37503.83,142581.25,Carla Souza,Global Law,TJRJ,Brasília,Segunda Instância,Baixo
P_1561,Trabalhista,Acidentes de Trabalho,2023-11-14,,,Ativo,2426426.02,Em Andamento,7208.93,220296.95,Gustavo Pires,Jurídico Soluções,ANVISA,Campinas,Administrativo,Muito Alto
P_1562,Cível,Consumidor,2023-05-31,2023-11-14,2024-01-12,Finalizado,7286288.48,Perdido,107780.16,100581.2,Bruno Costa,Jurídico Soluções,STF,Salvador,Segunda Instância,Alto
P_1563,Propriedade Intelectual,Patentes,2020-08-19,,,Ativo,9320391.02,Em Andamento,367018.43,499844.65,Gustavo Pires,Global Law,TRT2,Recife,Administrativo,Médio
P_1564,Tributário,Planejamento Tributário,2021-08-19,2022-11-05,2022-12-17,Finalizado,660878.23,Acordo,14172.93,9136.81,Carla Souza,Global Law,TJSP,Osasco,Tribunais Superiores,Médio
P_1565,Regulatório,Setorial,2020-11-26,2021-06-19,2021-09-20,Finalizado,7928493.76,Ganho,320886.26,734667.79,Daniel Oliveira,Jurídico Soluções,CARF,Rio de Janeiro,Administrativo,Baixo
P_1566,Ambiental,Sanções,2021-12-04,,,Ativo,9575805.27,Em Andamento,123579.78,753889.61,Fernanda Lima,Jurídico Soluções,TRT3,Salvador,Primeira Instância,Alto
P_1567,Ambiental,Licenciamento,2020-04-29,,,Ativo,9891673.02,Em Andamento,70557.49,907623.69,Carla Souza,Lex Consultoria,TRT3,Brasília,Administrativo,Muito Alto
P_1568,Regulatório,Compliance,2022-08-25,2023-12-08,2023-12-31,Finalizado,8041675.62,Acordo,1509.17,743872.35,Gustavo Pires,Global Law,ANVISA,Salvador,Administrativo,Muito Alto
P_1569,Tributário,Planejamento Tributário,2020-10-19,2021-06-12,2021-11-30,Finalizado,2901564.07,Ganho,16842.7,93310.32,Fernanda Lima,Lex Consultoria,CADE,Porto Alegre,Administrativo,Baixo
P_1570,Tributário,Planejamento Tributário,2021-10-26,2023-01-07,2023-01-25,Finalizado,5966612.95,Ganho,239996.28,561397.59,Ana Silva,Advogados Associados LTDA,TRF1,Brasília,Administrativo,Médio
P_1571,Tributário,Fiscal,2020-10-03,2021-11-12,2022-04-26,Finalizado,3012386.1,Acordo,60918.88,237720.55,Daniel Oliveira,Lex Consultoria,STF,São Paulo,Primeira Instância,Médio
P_1572,Regulatório,Setorial,2023-06-10,2023-10-22,2023-12-15,Finalizado,7172537.18,Perdido,229457.23,199533.37,Carla Souza,Santos & Almeida Consultoria,ANVISA,São Paulo,Administrativo,Alto
P_1573,Propriedade Intelectual,Marcas,2022-12-09,2023-02-14,2023-08-13,Finalizado,2218284.62,Ganho,39462.99,31586.39,Fernanda Lima,Lex Consultoria,TRT3,Guarulhos,Tribunais Superiores,Baixo
P_1574,Societário,Governança,2022-12-29,2023-06-25,2023-09-18,Finalizado,6435786.65,Acordo,278352.81,395350.24,Gustavo Pires,Global Law,TRF3,Rio de Janeiro,Tribunais Superiores,Médio
P_1575,Societário,Governança,2023-01-19,,,Ativo,9686327.09,Em Andamento,36950.49,547755.61,Fernanda Lima,Santos & Almeida Consultoria,TJRJ,Campinas,Segunda Instância,Médio
P_1576,Regulatório,Setorial,2020-07-29,,,Ativo,2526950.59,Em Andamento,31977.73,233120.74,Ana Silva,Martins & Oliveira Advogados,STF,Osasco,Segunda Instância,Médio
P_1577,Cível,Consumidor,2022-04-08,2023-05-25,2023-08-03,Finalizado,8350644.46,Ganho,22616.61,709054.46,Daniel Oliveira,Global Law,TRF1,Guarulhos,Tribunais Superiores,Médio
P_1578,Trabalhista,Acidentes de Trabalho,2021-12-03,2023-03-01,2023-08-06,Finalizado,7290151.69,Ganho,150971.2,502051.27,Daniel Oliveira,Advogados Associados LTDA,CADE,Campinas,Primeira Instância,Médio
P_1579,Cível,Imobiliário,2021-12-04,2022-02-19,2022-06-13,Finalizado,8171022.85,Perdido,317524.82,96855.59,Ana Silva,Lex Consultoria,STF,Salvador,Segunda Instância,Médio
P_1580,Trabalhista,RH,2022-01-12,,,Ativo,1544796.5,Em Andamento,53957.96,15337.17,Fernanda Lima,Santos & Almeida Consultoria,ANVISA,Guarulhos,Administrativo,Alto
P_1581,Trabalhista,Previdenciário,2022-12-06,2024-03-30,2024-07-09,Finalizado,5943097.82,Acordo,117248.27,544280.52,Ana Silva,Advogados Associados LTDA,STJ,Osasco,Tribunais Superiores,Baixo
P_1582,Societário,Fusões e Aquisições,2021-11-23,2022-03-28,2022-09-15,Finalizado,1266615.57,Acordo,3936.59,101789.46,Ana Silva,Jurídico Soluções,STF,São Paulo,Primeira Instância,Muito Alto
P_1583,Regulatório,Compliance,2020-03-19,2020-10-27,2021-01-14,Finalizado,6803850.24,Ganho,30806.29,679776.3,Gustavo Pires,Jurídico Soluções,TRF2,Recife,Segunda Instância,Baixo
P_1584,Tributário,Planejamento Tributário,2021-04-03,2021-08-24,2021-12-14,Finalizado,2461626.64,Perdido,79114.16,102452.1,Gustavo Pires,Lex Consultoria,TRF1,Fortaleza,Tribunais Superiores,Médio
P_1585,Regulatório,Compliance,2020-02-01,,,Ativo,2014092.77,Em Andamento,55013.21,156338.82,Bruno Costa,Advogados Associados LTDA,TJSP,Rio de Janeiro,Administrativo,Baixo
P_1586,Trabalhista,Acidentes de Trabalho,2022-12-18,,,Ativo,4208665.6,Em Andamento,85251.79,110411.56,Fernanda Lima,Santos & Almeida Consultoria,TRF3,Brasília,Primeira Instância,Baixo
P_1587,Ambiental,Sanções,2022-08-29,,,Ativo,7159521.4,Em Andamento,345799.65,697072.16,Ana Silva,Lex Consultoria,CARF,Belo Horizonte,Primeira Instância,Médio
P_1588,Trabalhista,Acidentes de Trabalho,2021-01-31,2021-03-27,2021-06-14,Finalizado,229096.7,Ganho,8572.41,9364.84,Daniel Oliveira,Advogados Associados LTDA,TRT1,Belo Horizonte,Tribunais Superiores,Alto
P_1589,Ambiental,Sanções,2022-06-11,,,Ativo,9500042.13,Em Andamento,169843.89,7296.85,Ana Silva,Santos & Almeida Consultoria,TJRJ,São Paulo,Tribunais Superiores,Médio
P_1590,Propriedade Intelectual,Patentes,2021-03-12,2021-12-03,2022-03-05,Finalizado,8655355.71,Perdido,95147.18,559915.91,Fernanda Lima,Jurídico Soluções,TRT2,Porto Alegre,Tribunais Superiores,Muito Alto
P_1591,Societário,Fusões e Aquisições,2022-04-13,2023-01-09,2023-06-23,Finalizado,8018355.57,Ganho,216258.28,476665.66,Fernanda Lima,Jurídico Soluções,ANVISA,Salvador,Primeira Instância,Baixo
P_1592,Trabalhista,Previdenciário,2022-06-11,2023-01-27,2023-04-10,Finalizado,9823894.04,Perdido,300898.34,259506.09,Bruno Costa,Advogados Associados LTDA,STJ,Recife,Segunda Instância,Baixo
P_1593,Tributário,Planejamento Tributário,2023-09-03,,,Ativo,4044416.08,Em Andamento,143365.96,106554.86,Ana Silva,Advogados Associados LTDA,TRT3,Curitiba,Primeira Instância,Muito Alto
P_1594,Cível,Contratos,2022-05-26,,,Ativo,6195094.12,Em Andamento,298829.54,320569.16,Gustavo Pires,Jurídico Soluções,CADE,São Paulo,Segunda Instância,Médio
P_1595,Regulatório,Compliance,2020-03-06,,,Ativo,9593772.33,Em Andamento,371296.03,735667.97,Gustavo Pires,Global Law,CARF,Belo Horizonte,Segunda Instância,Alto
P_1596,Propriedade Intelectual,Patentes,2021-08-01,2022-04-27,2022-08-28,Finalizado,2107413.26,Acordo,45714.18,200441.61,Fernanda Lima,Global Law,TRF1,Porto Alegre,Administrativo,Médio
P_1597,Cível,Consumidor,2023-07-01,2024-04-18,2024-09-26,Finalizado,4340996.72,Perdido,181619.71,379097.19,Carla Souza,Martins & Oliveira Advogados,STF,Brasília,Segunda Instância,Médio
P_1598,Societário,Fusões e Aquisições,2020-01-09,2020-04-19,2020-09-19,Finalizado,7122708.18,Ganho,291569.96,702374.55,Ana Silva,Lex Consultoria,TRF2,Recife,Tribunais Superiores,Médio
P_1599,Societário,Governança,2020-03-30,2020-09-29,2021-02-05,Finalizado,6167799.49,Ganho,187768.7,501206.56,Bruno Costa,Global Law,TRT3,Belo Horizonte,Tribunais Superiores,Médio
P_1600,Cível,Consumidor,2020-05-22,,,Ativo,5889927.17,Em Andamento,46752.12,498152.39,Carla Souza,Jurídico Soluções,TJRJ,Curitiba,Segunda Instância,Baixo
P_1601,Societário,Fusões e Aquisições,2023-10-09,,,Ativo,7153382.95,Em Andamento,344244.69,181290.79,Fernanda Lima,Jurídico Soluções,TRF3,Recife,Segunda Instância,Alto
P_1602,Trabalhista,Previdenciário,2022-07-06,2023-09-17,2023-11-23,Finalizado,5577193.83,Perdido,36194.49,308231.66,Fernanda Lima,Santos & Almeida Consultoria,TRT3,Vitória,Administrativo,Médio
P_1603,Trabalhista,Previdenciário,2022-04-06,2023-05-07,2023-09-15,Finalizado,2222134.33,Ganho,100890.24,56339.75,Bruno Costa,Global Law,TRT1,Belo Horizonte,Tribunais Superiores,Muito Alto
P_1604,Trabalhista,Previdenciário,2020-09-10,2021-05-21,2021-11-03,Finalizado,6172671.65,Perdido,40682.15,26632.04,Daniel Oliveira,Santos & Almeida Consultoria,TRF3,Fortaleza,Tribunais Superiores,Alto
P_1605,Regulatório,Setorial,2023-08-27,2023-11-28,2024-02-03,Finalizado,9755131.91,Acordo,456551.84,664406.81,Bruno Costa,Lex Consultoria,CADE,Vitória,Administrativo,Alto
P_1606,Cível,Imobiliário,2020-12-15,2021-06-26,2021-08-13,Finalizado,4221493.76,Acordo,178716.9,182258.78,Bruno Costa,Global Law,TJSP,Rio de Janeiro,Segunda Instância,Alto
P_1607,Regulatório,Compliance,2023-01-21,,,Ativo,2428817.93,Em Andamento,109230.68,4475.14,Daniel Oliveira,Santos & Almeida Consultoria,TRF3,Campinas,Tribunais Superiores,Médio
P_1608,Ambiental,Sanções,2021-10-17,2023-01-09,2023-03-15,Finalizado,6956630.51,Acordo,222816.67,429439.79,Gustavo Pires,Global Law,STJ,Porto Alegre,Tribunais Superiores,Alto
P_1609,Societário,Governança,2023-03-30,,,Ativo,3964203.45,Em Andamento,25442.31,319342.8,Gustavo Pires,Martins & Oliveira Advogados,TRF3,Campinas,Primeira Instância,Muito Alto
P_1610,Ambiental,Sanções,2023-08-26,2024-08-07,2024-11-10,Finalizado,2705411.04,Ganho,123300.01,12816.79,Gustavo Pires,Jurídico Soluções,STF,Recife,Tribunais Superiores,Médio
P_1611,Societário,Fusões e Aquisições,2023-06-18,2024-01-15,2024-03-25,Finalizado,1308301.7,Ganho,59368.54,92434.4,Carla Souza,Advogados Associados LTDA,TRT3,Osasco,Segunda Instância,Baixo
P_1612,Propriedade Intelectual,Marcas,2021-11-20,,,Ativo,8212765.37,Em Andamento,7605.31,381309.16,Ana Silva,Santos & Almeida Consultoria,STF,Salvador,Tribunais Superiores,Alto
P_1613,Cível,Contratos,2024-01-28,2024-03-03,2024-04-21,Finalizado,8050882.3,Ganho,332708.74,743602.89,Gustavo Pires,Advogados Associados LTDA,TRT2,Recife,Segunda Instância,Médio
P_1614,Cível,Recuperação de Crédito,2022-05-25,,,Ativo,9000170.41,Em Andamento,234912.42,137206.68,Carla Souza,Advogados Associados LTDA,TRF2,Guarulhos,Segunda Instância,Muito Alto
P_1615,Propriedade Intelectual,Marcas,2023-08-30,,,Ativo,3385189.9,Em Andamento,18923.89,274793.92,Bruno Costa,Santos & Almeida Consultoria,TRT1,Salvador,Administrativo,Baixo
P_1616,Ambiental,Licenciamento,2022-10-24,2023-03-30,2023-07-21,Finalizado,4455892.86,Perdido,166984.55,118370.79,Gustavo Pires,Martins & Oliveira Advogados,CADE,Osasco,Primeira Instância,Baixo
P_1617,Societário,Fusões e Aquisições,2023-02-28,,,Ativo,7949870.19,Em Andamento,156478.68,445764.9,Daniel Oliveira,Jurídico Soluções,TRT3,São Paulo,Administrativo,Alto
P_1618,Regulatório,Compliance,2022-10-23,2023-05-17,2023-07-11,Finalizado,6462934.38,Perdido,299509.57,116485.79,Ana Silva,Advogados Associados LTDA,CADE,Belo Horizonte,Segunda Instância,Médio
P_1619,Societário,Governança,2020-01-14,,,Ativo,4559631.36,Em Andamento,105192.36,377239.67,Carla Souza,Jurídico Soluções,TJMG,Fortaleza,Tribunais Superiores,Baixo
P_1620,Societário,Fusões e Aquisições,2020-03-15,2020-07-01,2020-12-06,Finalizado,8299120.04,Ganho,404828.75,247642.2,Carla Souza,Santos & Almeida Consultoria,TRT3,Campinas,Tribunais Superiores,Médio
P_1621,Cível,Imobiliário,2021-11-06,2022-03-11,2022-07-29,Finalizado,7458673.21,Perdido,70481.68,336088.63,Bruno Costa,Lex Consultoria,TJMG,Brasília,Administrativo,Médio
P_1622,Cível,Contratos,2021-01-07,2021-06-16,2021-08-17,Finalizado,965911.15,Acordo,13421.49,52249.44,Fernanda Lima,Jurídico Soluções,CARF,Belo Horizonte,Primeira Instância,Alto
P_1623,Societário,Governança,2022-07-21,2023-09-06,2023-12-25,Finalizado,6205179.24,Ganho,105401.06,246707.49,Ana Silva,Advogados Associados LTDA,TJSP,Recife,Segunda Instância,Médio
P_1624,Trabalhista,Previdenciário,2023-06-02,2023-07-07,2023-10-23,Finalizado,5302860.68,Perdido,92976.07,76289.52,Bruno Costa,Global Law,TRF1,Vitória,Administrativo,Alto
P_1625,Societário,Governança,2022-03-12,,,Ativo,2093858.93,Em Andamento,95945.32,112957.75,Fernanda Lima,Martins & Oliveira Advogados,CADE,São Paulo,Primeira Instância,Muito Alto
P_1626,Cível,Imobiliário,2023-07-22,2024-07-21,2024-09-10,Finalizado,995788.06,Ganho,21942.09,49062.58,Bruno Costa,Global Law,TJMG,São Paulo,Tribunais Superiores,Baixo
P_1627,Ambiental,Sanções,2020-05-05,,,Ativo,1884673.84,Em Andamento,90839.14,38435.38,Daniel Oliveira,Jurídico Soluções,TRF2,Curitiba,Segunda Instância,Muito Alto
P_1628,Trabalhista,Acidentes de Trabalho,2021-04-13,2022-05-22,2022-07-29,Finalizado,5034598.38,Ganho,235559.39,351713.52,Bruno Costa,Jurídico Soluções,TRF2,Brasília,Segunda Instância,Alto
P_1629,Societário,Fusões e Aquisições,2022-05-08,2022-07-08,2022-12-02,Finalizado,3633484.65,Acordo,66765.7,249075.59,Bruno Costa,Santos & Almeida Consultoria,TRF2,Rio de Janeiro,Tribunais Superiores,Alto
P_1630,Ambiental,Licenciamento,2022-01-19,2022-06-22,2022-08-28,Finalizado,3792650.47,Acordo,6157.4,205357.18,Gustavo Pires,Advogados Associados LTDA,TJMG,Curitiba,Segunda Instância,Médio
P_1631,Tributário,Planejamento Tributário,2021-02-22,,,Ativo,675379.22,Em Andamento,5236.34,37994.24,Ana Silva,Jurídico Soluções,TRF3,Brasília,Tribunais Superiores,Muito Alto
P_1632,Regulatório,Setorial,2022-03-13,,,Ativo,5866699.64,Em Andamento,270813.3,521476.17,Gustavo Pires,Jurídico Soluções,TJMG,Osasco,Segunda Instância,Muito Alto
P_1633,Regulatório,Compliance,2023-02-20,2023-12-31,2024-04-18,Finalizado,8889272.15,Ganho,251693.3,341069.3,Carla Souza,Global Law,TRT1,Porto Alegre,Segunda Instância,Muito Alto
P_1634,Tributário,Fiscal,2021-01-29,2022-06-10,2022-07-23,Finalizado,347129.79,Ganho,16570.61,20553.76,Daniel Oliveira,Lex Consultoria,TRT3,Campinas,Segunda Instância,Baixo
P_1635,Regulatório,Compliance,2022-02-02,,,Ativo,6670080.92,Em Andamento,266044.35,440866.96,Ana Silva,Global Law,CARF,Recife,Primeira Instância,Baixo
P_1636,Trabalhista,RH,2021-12-10,2022-11-20,2022-12-26,Finalizado,61266.44,Ganho,2099.81,2514.14,Carla Souza,Martins & Oliveira Advogados,STJ,Belo Horizonte,Segunda Instância,Alto
P_1637,Cível,Contratos,2023-06-18,2023-11-06,2024-03-26,Finalizado,4153153.57,Ganho,94308.96,144908.72,Gustavo Pires,Lex Consultoria,STJ,São Paulo,Segunda Instância,Baixo
P_1638,Propriedade Intelectual,Marcas,2020-10-19,2021-12-06,2022-03-23,Finalizado,1896976.11,Ganho,10316.92,51259.82,Fernanda Lima,Global Law,TRF2,Recife,Administrativo,Baixo
P_1639,Propriedade Intelectual,Marcas,2021-06-20,,,Ativo,7499006.19,Em Andamento,9310.57,614927.52,Bruno Costa,Global Law,STJ,Salvador,Administrativo,Muito Alto
P_1640,Regulatório,Compliance,2022-03-28,2023-02-19,2023-06-08,Finalizado,642257.9,Ganho,25441.55,6025.29,Gustavo Pires,Advogados Associados LTDA,CADE,Osasco,Administrativo,Alto
P_1641,Propriedade Intelectual,Patentes,2023-08-19,2024-01-08,2024-06-30,Finalizado,1586568.58,Ganho,30951.69,102278.92,Ana Silva,Martins & Oliveira Advogados,TRF3,Osasco,Primeira Instância,Muito Alto
P_1642,Ambiental,Sanções,2022-10-06,,,Ativo,3916471.69,Em Andamento,67862.16,231576.02,Ana Silva,Santos & Almeida Consultoria,CARF,São Paulo,Tribunais Superiores,Médio
P_1643,Cível,Consumidor,2020-06-28,,,Ativo,893481.1,Em Andamento,21963.12,46099.14,Ana Silva,Advogados Associados LTDA,STJ,Fortaleza,Tribunais Superiores,Alto
P_1644,Cível,Consumidor,2022-06-29,2022-11-17,2023-02-27,Finalizado,2000538.88,Acordo,842.97,34842.23,Daniel Oliveira,Santos & Almeida Consultoria,TRT3,São Paulo,Segunda Instância,Muito Alto
P_1645,Ambiental,Sanções,2021-09-22,2022-01-20,2022-04-17,Finalizado,8665347.67,Ganho,1417.4,560105.09,Daniel Oliveira,Jurídico Soluções,TRT3,São Paulo,Tribunais Superiores,Médio
P_1646,Societário,Governança,2022-02-19,2023-02-13,2023-04-04,Finalizado,9298200.24,Ganho,371978.07,406737.15,Carla Souza,Advogados Associados LTDA,TRF3,Brasília,Tribunais Superiores,Muito Alto
P_1647,Cível,Consumidor,2022-01-18,,,Ativo,3427998.08,Em Andamento,50959.26,227074.73,Ana Silva,Jurídico Soluções,TRF3,São Paulo,Tribunais Superiores,Médio
P_1648,Cível,Imobiliário,2022-10-02,2023-01-19,2023-06-07,Finalizado,6848890.73,Acordo,245689.11,7427.38,Bruno Costa,Santos & Almeida Consultoria,STJ,Belo Horizonte,Segunda Instância,Alto
P_1649,Tributário,Fiscal,2020-11-19,,,Ativo,3093991.27,Em Andamento,114860.6,223878.87,Fernanda Lima,Santos & Almeida Consultoria,TRT1,Belo Horizonte,Segunda Instância,Baixo
P_1650,Regulatório,Compliance,2023-07-17,,,Ativo,6856723.24,Em Andamento,151313.73,341212.73,Gustavo Pires,Martins & Oliveira Advogados,TRT3,São Paulo,Administrativo,Muito Alto
P_1651,Propriedade Intelectual,Direitos Autorais,2020-11-28,2021-02-10,2021-05-08,Finalizado,4441203.88,Ganho,35985.73,12725.24,Gustavo Pires,Jurídico Soluções,TRF3,Campinas,Segunda Instância,Baixo
P_1652,Ambiental,Licenciamento,2024-02-07,,,Ativo,4109835.4,Em Andamento,170687.23,385260.36,Gustavo Pires,Global Law,TRF3,Rio de Janeiro,Tribunais Superiores,Muito Alto
P_1653,Societário,Governança,2022-09-24,,,Ativo,5677219.33,Em Andamento,266591.51,428166.57,Daniel Oliveira,Advogados Associados LTDA,TJRJ,Rio de Janeiro,Administrativo,Médio
P_1654,Regulatório,Compliance,2022-08-04,,,Ativo,1405216.89,Em Andamento,48160.78,37232.64,Carla Souza,Martins & Oliveira Advogados,TRT3,Rio de Janeiro,Segunda Instância,Médio
P_1655,Tributário,Fiscal,2020-08-06,2020-10-07,2021-01-14,Finalizado,1378208.35,Ganho,16816.51,102700.75,Carla Souza,Jurídico Soluções,CADE,Vitória,Segunda Instância,Baixo
P_1656,Cível,Consumidor,2021-12-03,2022-06-23,2022-08-12,Finalizado,7087557.11,Perdido,19657.44,315996.94,Ana Silva,Global Law,TJRJ,São Paulo,Primeira Instância,Médio
P_1657,Trabalhista,Previdenciário,2020-08-16,2021-08-04,2021-11-19,Finalizado,4180460.29,Perdido,88786.38,90176.07,Fernanda Lima,Santos & Almeida Consultoria,ANVISA,Guarulhos,Tribunais Superiores,Médio
P_1658,Tributário,Planejamento Tributário,2021-05-09,2022-02-19,2022-06-29,Finalizado,5083797.33,Ganho,230979.24,181522.77,Carla Souza,Advogados Associados LTDA,TRT1,Salvador,Segunda Instância,Baixo
P_1659,Societário,Fusões e Aquisições,2022-09-04,,,Ativo,5195706.38,Em Andamento,189054.47,263687.98,Gustavo Pires,Martins & Oliveira Advogados,TRT3,Belo Horizonte,Administrativo,Baixo
P_1660,Ambiental,Licenciamento,2023-10-03,2024-03-14,2024-07-27,Finalizado,6542111.46,Ganho,47464.42,89557.63,Ana Silva,Advogados Associados LTDA,CARF,São Paulo,Primeira Instância,Médio
